yil;donem;kadro_kodu;kurum;unvan;il;ogrenim;kontenjan;bos_kadro;min_puan;max_puan;nitelik_kodlari;nitelikler;kadro_guid
2025;3;103010108;Çevre, Şehircilik ve İklim Değişikliği Bakanlığı;Destek Personeli (Temizlik Personeli);Ankara;Ortaogretim;8;2;;;2001;2001 - Herhangi bir ortaöğretim programından mezun olmak.;64759aa0-82ce-ef11-b177-a0369f7d1d8e
2025;3;103010115;Çevre, Şehircilik ve İklim Değişikliği Bakanlığı;Destek Personeli (Temizlik Personeli);Ankara;Ortaogretim;1;2;;;2001;2001 - Herhangi bir ortaöğretim programından mezun olmak.;65759aa0-82ce-ef11-b177-a0369f7d1d8e
2025;3;103010122;Çevre, Şehircilik ve İklim Değişikliği Bakanlığı;Destek Personeli (Temizlik Personeli);Balıkesir;Ortaogretim;1;2;;;2001;2001 - Herhangi bir ortaöğretim programından mezun olmak.;82759aa0-82ce-ef11-b177-a0369f7d1d8e
2025;3;103010129;Çevre, Şehircilik ve İklim Değişikliği Bakanlığı;Destek Personeli (Temizlik Personeli);Burdur;Ortaogretim;1;2;;;2001;2001 - Herhangi bir ortaöğretim programından mezun olmak.;8c759aa0-82ce-ef11-b177-a0369f7d1d8e
2025;3;103010136;Çevre, Şehircilik ve İklim Değişikliği Bakanlığı;Destek Personeli (Temizlik Personeli);Erzurum;Ortaogretim;2;1;;;2001;2001 - Herhangi bir ortaöğretim programından mezun olmak.;d0759aa0-82ce-ef11-b177-a0369f7d1d8e
2025;3;103010143;Çevre, Şehircilik ve İklim Değişikliği Bakanlığı;Destek Personeli (Temizlik Personeli);Giresun;Ortaogretim;1;1;;;2001;2001 - Herhangi bir ortaöğretim programından mezun olmak.;de759aa0-82ce-ef11-b177-a0369f7d1d8e
2025;3;103010157;Çevre, Şehircilik ve İklim Değişikliği Bakanlığı;Destek Personeli (Temizlik Personeli);Isparta;Ortaogretim;1;2;;;2001;2001 - Herhangi bir ortaöğretim programından mezun olmak.;ee759aa0-82ce-ef11-b177-a0369f7d1d8e
2025;3;103010185;Çevre, Şehircilik ve İklim Değişikliği Bakanlığı;Destek Personeli (Temizlik Personeli);Mersin;Ortaogretim;1;2;;;2001;2001 - Herhangi bir ortaöğretim programından mezun olmak.;ef759aa0-82ce-ef11-b177-a0369f7d1d8e
2025;3;103010164;Çevre, Şehircilik ve İklim Değişikliği Bakanlığı;Destek Personeli (Temizlik Personeli);İstanbul;Ortaogretim;1;1;;;2001;2001 - Herhangi bir ortaöğretim programından mezun olmak.;f6759aa0-82ce-ef11-b177-a0369f7d1d8e
2025;3;103010171;Çevre, Şehircilik ve İklim Değişikliği Bakanlığı;Destek Personeli (Temizlik Personeli);İzmir;Ortaogretim;3;2;;;2001;2001 - Herhangi bir ortaöğretim programından mezun olmak.;f9759aa0-82ce-ef11-b177-a0369f7d1d8e
2025;3;103010178;Çevre, Şehircilik ve İklim Değişikliği Bakanlığı;Destek Personeli (Temizlik Personeli);Kars;Ortaogretim;2;2;;;2001;2001 - Herhangi bir ortaöğretim programından mezun olmak.;01769aa0-82ce-ef11-b177-a0369f7d1d8e
2025;3;103010192;Çevre, Şehircilik ve İklim Değişikliği Bakanlığı;Destek Personeli (Temizlik Personeli);Muğla;Ortaogretim;4;2;;;2001;2001 - Herhangi bir ortaöğretim programından mezun olmak.;3b769aa0-82ce-ef11-b177-a0369f7d1d8e
2025;3;103010101;Çevre, Şehircilik ve İklim Değişikliği Bakanlığı;Destek Personeli (Temizlik Personeli);Aksaray;Ortaogretim;1;2;;;2001;2001 - Herhangi bir ortaöğretim programından mezun olmak.;7e769aa0-82ce-ef11-b177-a0369f7d1d8e
2025;3;103010150;Çevre, Şehircilik ve İklim Değişikliği Bakanlığı;Destek Personeli (Temizlik Personeli);Iğdır;Ortaogretim;1;2;;;2001;2001 - Herhangi bir ortaöğretim programından mezun olmak.;89769aa0-82ce-ef11-b177-a0369f7d1d8e
