yil;donem;kadro_kodu;kurum;unvan;il;ogrenim;kontenjan;bos_kadro;min_puan;max_puan;nitelik_kodlari;nitelikler;kadro_guid
2020;72;190181001;Tarım ve Orman Bakanlığı Afyonkarahisar İl Müdürlüğü Koordinasyon ve Tarımsal Veriler Şube Müdürlüğü;Teknisyen (Ziraat);Afyonkarahisar;Ortaogretim;1;0;;;"2009;6005;6050;6059";2009 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6005 - Bahçecilik | 6050 - Tarım Teknolojileri | 6059 - Tarım;de90f06c-c25b-eb11-80fa-a0369f7d1484
2020;72;190181002;Tarım ve Orman Bakanlığı Ağrı İl Müdürlüğü Bitkisel Üretim ve Bitki Sağlığı Şube Müdürlüğü;Teknisyen (Ziraat);Ağrı;Ortaogretim;1;0;;;"2009;6005;6050;6059";2009 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6005 - Bahçecilik | 6050 - Tarım Teknolojileri | 6059 - Tarım;f290f06c-c25b-eb11-80fa-a0369f7d1484
2020;72;190181003;Tarım ve Orman Bakanlığı Ağrı İl Müdürlüğü Doğubeyazıt İlçe Müdürlüğü;Teknisyen (Ziraat);Ağrı;Ortaogretim;1;0;;;"2009;6005;6050;6059";2009 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6005 - Bahçecilik | 6050 - Tarım Teknolojileri | 6059 - Tarım;f390f06c-c25b-eb11-80fa-a0369f7d1484
2020;72;190181004;Tarım ve Orman Bakanlığı Ağrı İl Müdürlüğü Eleşkirt İlçe Müdürlüğü;Teknisyen (Ziraat);Ağrı;Ortaogretim;1;0;;;"2009;6005;6050;6059";2009 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6005 - Bahçecilik | 6050 - Tarım Teknolojileri | 6059 - Tarım;f490f06c-c25b-eb11-80fa-a0369f7d1484
2020;72;190181005;Tarım ve Orman Bakanlığı Ağrı İl Müdürlüğü Hamur İlçe Müdürlüğü;Teknisyen (Ziraat);Ağrı;Ortaogretim;1;0;;;"2009;6005;6050;6059";2009 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6005 - Bahçecilik | 6050 - Tarım Teknolojileri | 6059 - Tarım;f590f06c-c25b-eb11-80fa-a0369f7d1484
2020;72;190181006;Tarım ve Orman Bakanlığı Ağrı İl Müdürlüğü Patnos İlçe Müdürlüğü;Teknisyen (Ziraat);Ağrı;Ortaogretim;1;0;;;"2009;6005;6050;6059";2009 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6005 - Bahçecilik | 6050 - Tarım Teknolojileri | 6059 - Tarım;f690f06c-c25b-eb11-80fa-a0369f7d1484
2020;72;190181007;Tarım ve Orman Bakanlığı Ağrı İl Müdürlüğü Taşlıçay İlçe Müdürlüğü;Teknisyen (Ziraat);Ağrı;Ortaogretim;1;0;;;"2009;6005;6050;6059";2009 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6005 - Bahçecilik | 6050 - Tarım Teknolojileri | 6059 - Tarım;f790f06c-c25b-eb11-80fa-a0369f7d1484
2020;72;190181008;Tarım ve Orman Bakanlığı Ağrı İl Müdürlüğü Tutak İlçe Müdürlüğü;Teknisyen (Ziraat);Ağrı;Ortaogretim;1;0;;;"2009;6005;6050;6059";2009 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6005 - Bahçecilik | 6050 - Tarım Teknolojileri | 6059 - Tarım;f890f06c-c25b-eb11-80fa-a0369f7d1484
2020;72;190181009;Tarım ve Orman Bakanlığı Ardahan İl Müdürlüğü Arazi Toplulaştırma ve Tarımsal Altyapı Şube Müdürlüğü;Teknisyen (Ziraat);Ardahan;Ortaogretim;1;0;;;"2009;6005;6050;6059";2009 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6005 - Bahçecilik | 6050 - Tarım Teknolojileri | 6059 - Tarım;f594f06c-c25b-eb11-80fa-a0369f7d1484
2020;72;190181010;Tarım ve Orman Bakanlığı Ardahan İl Müdürlüğü Bitkisel Üretim ve Bitki Sağlığı Şube Müdürlüğü;Teknisyen (Ziraat);Ardahan;Ortaogretim;1;0;;;"2009;6005;6050;6059";2009 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6005 - Bahçecilik | 6050 - Tarım Teknolojileri | 6059 - Tarım;f694f06c-c25b-eb11-80fa-a0369f7d1484
