yil;donem;kadro_kodu;kurum;unvan;il;ogrenim;kontenjan;bos_kadro;min_puan;max_puan;nitelik_kodlari;nitelikler;kadro_guid
2021;2;120211011;Devlet Hava Meydanları İşletmesi Genel Müdürlüğü;Teknisyen;Ankara;Ortaogretim;1;;97.28;97.28;"2011;6006;7322";2011 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6006 - Bilişim Teknolojileri | 7322 - (Bakınız Başvurma Özel Şartları Bölümü Devlet Hava Meydanları İşletmesi Genel Müdürlüğü).;4a3ea3c3-fa62-ec11-8107-a0369f7d1484
2021;2;120211001;Afyon Kocatepe Üniversitesi;Şoför;Afyonkarahisar;Ortaogretim;1;;96.589;96.589;"2001;6514;7302";2001 - Herhangi bir ortaöğretim programından mezun olmak. | 6514 - D sınıfı sürücü belgesine sahip olmak | 7302 - Bakınız Başvurma Özel Şartları Bölümü Şoför;c03da3c3-fa62-ec11-8107-a0369f7d1484
2021;2;120211036;Toprak Mahsulleri Ofisi Genel Müdürlüğü;Teknisyen;Balıkesir;Ortaogretim;1;;95.056;95.056;"2023;6013;6014;6014";2023 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6013 - Elektrik-Elektronik Teknolojisi | 6014 - Endüstriyel Otomasyon Teknolojileri - Endüstriyel Kontrol Dalı (Dal kod: 1) | 6014 - Endüstriyel Otomasyon Teknolojileri - Endüstriyel Elektronik Dalı (Dal kod: 102);c13ea3c3-fa62-ec11-8107-a0369f7d1484
2021;2;120211010;Devlet Hava Meydanları İşletmesi Genel Müdürlüğü;Teknisyen;Ankara;Ortaogretim;1;;94.352;94.352;"2011;6006;7322";2011 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6006 - Bilişim Teknolojileri | 7322 - (Bakınız Başvurma Özel Şartları Bölümü Devlet Hava Meydanları İşletmesi Genel Müdürlüğü).;493ea3c3-fa62-ec11-8107-a0369f7d1484
2021;2;120211032;Sinop İl Özel İdaresi;Hizmetli;Sinop;Ortaogretim;2;;94.351;96.312;2001;2001 - Herhangi bir ortaöğretim programından mezun olmak.;f441a3c3-fa62-ec11-8107-a0369f7d1484
2021;2;120211012;Dışişleri Bakanlığı;Hizmetli;Ankara;Ortaogretim;8;;93.368;96.001;2001;2001 - Herhangi bir ortaöğretim programından mezun olmak.;4b3ea3c3-fa62-ec11-8107-a0369f7d1484
2021;2;120211049;Türkiye İlaç ve Tıbbi Cihaz Kurumu;Teknisyen;Ankara;Ortaogretim;1;;93.078;93.078;"2023;6013;6014;6014";2023 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6013 - Elektrik-Elektronik Teknolojisi | 6014 - Endüstriyel Otomasyon Teknolojileri - Endüstriyel Kontrol Dalı (Dal kod: 1) | 6014 - Endüstriyel Otomasyon Teknolojileri - Endüstriyel Elektronik Dalı (Dal kod: 102);473ea3c3-fa62-ec11-8107-a0369f7d1484
2021;2;120211039;Toprak Mahsulleri Ofisi Genel Müdürlüğü;Teknisyen;Diyarbakır;Ortaogretim;1;;92.61;92.61;"2023;6013;6014;6014";2023 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6013 - Elektrik-Elektronik Teknolojisi | 6014 - Endüstriyel Otomasyon Teknolojileri - Endüstriyel Kontrol Dalı (Dal kod: 1) | 6014 - Endüstriyel Otomasyon Teknolojileri - Endüstriyel Elektronik Dalı (Dal kod: 102);423fa3c3-fa62-ec11-8107-a0369f7d1484
2021;2;120211034;Toprak Mahsulleri Ofisi Genel Müdürlüğü;Teknisyen;Adana;Ortaogretim;1;;92.208;92.208;"2023;6013;6014;6014";2023 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6013 - Elektrik-Elektronik Teknolojisi | 6014 - Endüstriyel Otomasyon Teknolojileri - Endüstriyel Kontrol Dalı (Dal kod: 1) | 6014 - Endüstriyel Otomasyon Teknolojileri - Endüstriyel Elektronik Dalı (Dal kod: 102);a23da3c3-fa62-ec11-8107-a0369f7d1484
2021;2;120211020;Karabük Üniversitesi;Teknisyen;Karabük;Ortaogretim;1;;91.688;91.688;"2023;6013;6014;6014";2023 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6013 - Elektrik-Elektronik Teknolojisi | 6014 - Endüstriyel Otomasyon Teknolojileri - Endüstriyel Kontrol Dalı (Dal kod: 1) | 6014 - Endüstriyel Otomasyon Teknolojileri - Endüstriyel Elektronik Dalı (Dal kod: 102);dc42a3c3-fa62-ec11-8107-a0369f7d1484
