yil;donem;kadro_kodu;kurum;unvan;il;ogrenim;kontenjan;bos_kadro;min_puan;max_puan;nitelik_kodlari;nitelikler;kadro_guid
2012;4;1241415;Artvin Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Artvin;Ortaogretim;1;;87.045;87.045;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;011b8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1243083;Sivas Zara Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Sivas;Ortaogretim;1;;86.092;86.092;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;71208c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1241725;Diyarbakır Silvan Toplum Sağlığı Merkezi;Sağlık Memuru Tıbbi Sekreter;Diyarbakır;Ortaogretim;1;;86.022;86.022;"2033;3538";2033 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 3538 - Tıbbi Sekreterlik Bölümü;211c8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1241409;Artvin Borçka Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Artvin;Ortaogretim;1;;85.831;85.831;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;fe1a8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1243359;Van Erciş Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Van;Ortaogretim;1;;85.795;85.795;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;5c218c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1243143;Şanlıurfa Suruç Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Şanlıurfa;Ortaogretim;1;;85.58;85.58;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;1f218c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1241877;Erzurum Tekman Şehit Piyade Çavuş Muhammet Binici Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Erzurum;Ortaogretim;1;;85.415;85.415;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;a01c8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1241481;Batman Gercüş Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Batman;Ortaogretim;1;;85.403;85.403;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;e7218c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1243095;Şanlıurfa Akçakale Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Şanlıurfa;Ortaogretim;1;;85.163;85.163;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;07218c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1241373;Ardahan Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Ardahan;Ortaogretim;1;;85.143;85.143;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;24228c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1242793;Muş Varto Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Muş;Ortaogretim;1;;84.941;84.941;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;971f8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1242139;İstanbul Beşiktaş Sait Çiftçi Devlet Hastanesi;Sağlık Memuru Ortopedi Teknisyeni;İstanbul;Ortaogretim;1;;84.903;84.903;"2029;2191;4571";2029 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 2191 - Ortopedik Cihaz ve Protez Teknisyenliği Bölümü | 4571 - Ortopedi Teknisyenliği Bölümü;8a1d8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1242665;Mardin Mazıdağı İlçe Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Mardin;Ortaogretim;1;;84.877;84.877;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;4e1f8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1241565;Bitlis Güroymak Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Bitlis;Ortaogretim;1;;84.822;84.822;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;6f1b8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1241379;Ardahan Göle Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Ardahan;Ortaogretim;1;;84.606;84.606;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;27228c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1241545;Bitlis Adilcevaz 1 Nolu Acıl Sağlık Hizmetleri Istasyonu;Sağlık Memuru Acil Tıp Teknisyeni;Bitlis;Ortaogretim;1;;84.576;84.576;"2007;3523";2007 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 3523 - Acil Tıp Teknisyenliği Bölümü/İlk Yardım ve Acil Bakım Teknisyenliği Bölümü;651b8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1242691;Mardin Savur İlce Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Mardin;Ortaogretim;1;;84.541;84.541;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;5b1f8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1242775;Muş Korkut İlçe Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Muş;Ortaogretim;1;;84.445;84.445;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;8e1f8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1243161;Şırnak Cizre Dr.Selahattin Cizrelioğlu Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Şırnak;Ortaogretim;1;;84.355;84.355;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;f4218c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1241525;Bingöl Genç Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Bingöl;Ortaogretim;1;;84.349;84.349;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;521b8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1241189;Ağrı Diyadin Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Ağrı;Ortaogretim;1;;84.34;84.34;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;8d1a8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1242641;Mardin Dargeçit İlçe Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Mardin;Ortaogretim;1;;84.204;84.204;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;421f8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1241261;Ağrı Taşlıçay İlçe Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Ağrı;Ortaogretim;1;;84.165;84.165;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;b11a8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1241267;Ağrı Tutak İlçe Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Ağrı;Ortaogretim;1;;84.149;84.149;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;b41a8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1243171;Şırnak Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Şırnak;Ortaogretim;1;;84.119;84.119;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;f9218c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1243347;Van Çatak Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Van;Ortaogretim;1;;84.088;84.088;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;56218c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1243003;Siirt Pervari Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Siirt;Ortaogretim;2;;83.927;83.982;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;30208c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1243187;Şırnak İdil Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Şırnak;Ortaogretim;1;;83.744;83.744;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;01228c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1241987;Hakkari Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Hakkari;Ortaogretim;2;;83.738;84.114;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;f51c8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1242011;Hakkari Yüksekova Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Hakkari;Ortaogretim;1;;83.607;83.607;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;011d8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1241999;Hakkari Şemdinli Devlet Hastanesi;Sağlık Memuru Laboratuvar Teknisyeni;Hakkari;Ortaogretim;2;;83.602;83.644;"2017;1951";2017 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1951 - Laboratuvar Bölümü/Laboratuvar Teknisyenliği Bölümü;fb1c8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1243267;Trabzon Düzköy Toplum Sağlığı Merkezi Gökçeler Sağlık Evi;Ebe;Trabzon;Ortaogretim;1;;83.432;83.432;"1103;2019;1464;3606";1103 - Cinsiyeti Kadın olmak. | 2019 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1464 - Ebelik Bölümü | 3606 - Ebelik-Hemşirelik Bölümü;d4208c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1243417;Yozgat Yerköy Devlet Hastanesi;Sağlık Memuru Röntgen Teknisyeni;Yozgat;Ortaogretim;1;;83.1;83.1;"2011;2253";2011 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 2253 - Radyoloji Bölümü/Radyoloji Teknisyenliği Bölümü;78218c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1242247;Kahramanmaraş Dr.Süreyya Adanalı Göksun Devlet Hastanesi;Sağlık Memuru Anestezi Teknisyeni;Kahramanmaraş;Ortaogretim;1;;82.291;82.291;"2009;1051";2009 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1051 - Anestezi Bölümü/Anestezi Teknisyenliği Bölümü;0d1f8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1242879;Rize Ağız ve Diş Sağlığı Merkezi;Sağlık Memuru Diş Protez Teknisyeni;Rize;Ortaogretim;1;;81.59;81.59;"2031;1416";2031 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1416 - Diş Protez Teknisyenliği Bölümü;e21f8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1242745;Muğla Yatağan Toplum Sağlığı Merkezi Madenler Sağlık Evi;Ebe;Muğla;Ortaogretim;1;;80.602;80.602;"1103;2019;1464;3606";1103 - Cinsiyeti Kadın olmak. | 2019 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 1464 - Ebelik Bölümü | 3606 - Ebelik-Hemşirelik Bölümü;6a1f8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1242627;Manisa Gördes Toplum Sağlığı Merkezi;Sağlık Memuru Tıbbi Sekreter;Manisa;Ortaogretim;1;;80.487;80.487;"2033;3538";2033 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 3538 - Tıbbi Sekreterlik Bölümü;fe1e8c62-2a26-e511-b6dc-14feb5cc13c9
2012;4;1243295;Trabzon Vakfıkebir 1 Nolu Acil Sağlık Hizmetleri İstasyonu;Sağlık Memuru Acil Tıp Teknisyeni;Trabzon;Ortaogretim;1;;80.487;80.487;"2007;3523";2007 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 3523 - Acil Tıp Teknisyenliği Bölümü/İlk Yardım ve Acil Bakım Teknisyenliği Bölümü;e2208c62-2a26-e511-b6dc-14feb5cc13c9
