yil;donem;kadro_kodu;kurum;unvan;il;ogrenim;kontenjan;bos_kadro;min_puan;max_puan;nitelik_kodlari;nitelikler;kadro_guid
2016;2;110140003;Atatürk Üniversitesi;Memur;Erzurum;Ortaogretim;4;;98.304;99.529;"2001;7225";2001 - Herhangi bir ortaöğretim programından mezun olmak. | 7225 - Güvenlik Tahkikatının Olumlu Sonuçlanması.;38b7003e-67c7-e611-80cf-a0369f7d1486
2016;2;191080021;Devlet Hava Meydanları İşletmesi Genel Müdürlüğü;Teknisyen;Samsun;Ortaogretim;1;;96.732;96.732;"2023;6013;6014;6014;7225;7322";2023 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6013 - Elektrik-Elektronik Teknolojisi | 6014 - Endüstriyel Otomasyon Teknolojileri - Endüstriyel Kontrol Dalı (Dal kod: 1) | 6014 - Endüstriyel Otomasyon Teknolojileri - Endüstriyel Elektronik Dalı (Dal kod: 102) | 7225 - Güvenlik Tahkikatının Olumlu Sonuçlanması. | 7322 - (Bakınız Başvurma Özel Şartları Bölümü Devlet Hava Meydanları İşletmesi Genel Müdürlüğü).;19b9003e-67c7-e611-80cf-a0369f7d1486
2016;2;191520005;Afet ve Acil Durum Yönetimi Başkanlığı;Hizmetli;Ardahan;Ortaogretim;1;;96.47;96.47;"2001;7225";2001 - Herhangi bir ortaöğretim programından mezun olmak. | 7225 - Güvenlik Tahkikatının Olumlu Sonuçlanması.;1aba003e-67c7-e611-80cf-a0369f7d1486
2016;2;191080033;Devlet Hava Meydanları İşletmesi Genel Müdürlüğü;Teknisyen;İzmir;Ortaogretim;1;;96.188;96.188;"2023;6013;6014;6014;7225;7322";2023 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6013 - Elektrik-Elektronik Teknolojisi | 6014 - Endüstriyel Otomasyon Teknolojileri - Endüstriyel Kontrol Dalı (Dal kod: 1) | 6014 - Endüstriyel Otomasyon Teknolojileri - Endüstriyel Elektronik Dalı (Dal kod: 102) | 7225 - Güvenlik Tahkikatının Olumlu Sonuçlanması. | 7322 - (Bakınız Başvurma Özel Şartları Bölümü Devlet Hava Meydanları İşletmesi Genel Müdürlüğü).;08b8003e-67c7-e611-80cf-a0369f7d1486
2016;2;190110001;İçişleri Bakanlığı;Teknisyen;Adana;Ortaogretim;1;;96.168;96.168;"2011;6006;2023;6013;6014;6014;2027;6013;6014;6052;7225;7257;7300";2011 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6006 - Bilişim Teknolojileri | 2023 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6013 - Elektrik-Elektronik Teknolojisi | 6014 - Endüstriyel Otomasyon Teknolojileri - Endüstriyel Kontrol Dalı (Dal kod: 1) | 6014 - Endüstriyel Otomasyon Teknolojileri - Endüstriyel Elektronik Dalı (Dal kod: 102) | 2027 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6013 - Elektrik-Elektronik Teknolojisi - Otomatik Kumanda Dalı (Dal kod: 101) | 6014 - Endüstriyel Otomasyon Teknolojileri | 6052 - Tekstil Teknolojisi - Tekstil Mekatroniği Dalı (Dal kod: 6) | 7225 - Güvenlik Tahkikatının Olumlu Sonuçlanması. | 7257 - Seyahate ve Arazide Çalışmaya Elverişli olmak. | 7300 - Bu kadro/pozisyonda vardiya sistemi uygulanmaktadır.;6cb5003e-67c7-e611-80cf-a0369f7d1486
2016;2;110960001;Türk-Alman Üniversitesi;Teknisyen;İstanbul;Ortaogretim;1;;95.789;95.789;"2011;6006;7225";2011 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6006 - Bilişim Teknolojileri | 7225 - Güvenlik Tahkikatının Olumlu Sonuçlanması.;ebb7003e-67c7-e611-80cf-a0369f7d1486
2016;2;110470001;Gümüşhane Üniversitesi;Kaloriferci;Gümüşhane;Ortaogretim;1;;95.733;95.733;"2001;6251;6297;6661;6663;7225;7347";2001 - Herhangi bir ortaöğretim programından mezun olmak. | 6251 - M.E.B.'Dan Onaylı Doğalgaz Kalorifer Ateşçiliği Sertifikası Sahibi olmak. | 6297 - M.E.B.'Dan Onaylı Kalorifer Ateşçiliği Sertifikası Sahibi olmak. | 6661 - 3308 Sayılı Kanuna Göre Kalorifercilik Dalında Ustalık Belgesine Sahip olmak. | 6663 - 3308 Sayılı Kanuna Göre Kalorifercilik Dalında Kalfalık Belgesine Sahip olmak. | 7225 - Güvenlik Tahkikatının Olumlu Sonuçlanması. | 7347 - (Bakınız Başvurma Özel Şartları Bölümü Kaloriferci).;77b7003e-67c7-e611-80cf-a0369f7d1486
2016;2;190940001;Erciş Belediye Başkanlığı;Zabıta Memuru;Van;Ortaogretim;15;;95.69;97.766;"2001;7225;7300";2001 - Herhangi bir ortaöğretim programından mezun olmak. | 7225 - Güvenlik Tahkikatının Olumlu Sonuçlanması. | 7300 - Bu kadro/pozisyonda vardiya sistemi uygulanmaktadır.;96b9003e-67c7-e611-80cf-a0369f7d1486
2016;2;110290001;Çukurova Üniversitesi;Sağlık Teknisyeni;Adana;Ortaogretim;1;;95.563;95.563;"2097;6207;7225";2097 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6207 - Radyoloji - Radyoloji Teknisyenliği Dalı (Dal kod: 101) | 7225 - Güvenlik Tahkikatının Olumlu Sonuçlanması.;6bb5003e-67c7-e611-80cf-a0369f7d1486
2016;2;191080031;Devlet Hava Meydanları İşletmesi Genel Müdürlüğü;Teknisyen;Muğla;Ortaogretim;1;;95.424;95.424;"2023;6013;6014;6014;7225;7322";2023 - Aşağıdaki ortaöğretim programlarından birinden mezun olmak. | 6013 - Elektrik-Elektronik Teknolojisi | 6014 - Endüstriyel Otomasyon Teknolojileri - Endüstriyel Kontrol Dalı (Dal kod: 1) | 6014 - Endüstriyel Otomasyon Teknolojileri - Endüstriyel Elektronik Dalı (Dal kod: 102) | 7225 - Güvenlik Tahkikatının Olumlu Sonuçlanması. | 7322 - (Bakınız Başvurma Özel Şartları Bölümü Devlet Hava Meydanları İşletmesi Genel Müdürlüğü).;b3b8003e-67c7-e611-80cf-a0369f7d1486
